dataset,held_out,seed,shift_balacc,seen_balacc,shift_ECE,seen_ECE,shift_Brier,shift_cov_marg,shift_cov_bal,seen_cov_marg,shift_setsize,shift_AURC,seen_AURC,set_empty,set_normal_only,set_attack_only,set_both
UAV-NIDD,UDP Flooding,6,0.9958949096880132,0.9958369991491494,0.003226251175148852,0.00015650494957042012,0.0004882255979148922,0.4690023866348449,0.23969405523034784,0.9139589945090928,0.4690023866348449,1.5414718898071357e-05,5.521027309328308e-08,0.5309976133651552,5.727923627684964e-05,0.46894510739856804,0.0
UAV-NIDD,MITM,6,0.9963979936487988,0.9966849998320626,0.0017345863361143902,0.00011253901564793167,0.0014575975408223194,0.9487993534980375,0.4808358147058956,0.9220018600909936,0.9487993534980375,5.240902246822014e-06,5.0562265442686e-08,0.05120064650196259,1.9241129839144154e-05,0.9487801123681983,0.0
UAV-NIDD,Jamming,6,0.9574191819081541,0.9958667115534827,0.0644313500283405,8.493095453479204e-05,0.05346773005884255,0.4943896633798028,0.2665155914218989,0.9132017952409179,0.4943896633798028,0.0036683836203813243,4.348386946934682e-08,0.5056103366201972,0.0007480448826929616,0.4936416184971098,0.0
UAV-NIDD,BruteForce,6,0.9975033943952605,0.996630579613591,0.00020892686936530214,0.00013853205838335676,0.00014161443769743562,0.9855527325262791,0.5238149366613695,0.9128314058689324,0.9855527325262791,1.7690636129995456e-07,1.741310794305854e-07,0.014447267473720918,0.0005313937461598498,0.9850213387801192,0.0
UAV-NIDD,De-authentication,6,0.9975369458128078,0.9966898894624969,0.0005803628071146803,8.733694163615117e-05,0.0005724425827950397,0.8664987405541562,0.48656294200848654,0.9112809538367471,0.8664987405541562,4.163596537096431e-06,4.986276547143124e-08,0.13350125944584382,0.0,0.8664987405541562,0.0
UAV-NIDD,DDoS,7,0.9902380054298374,0.9983277573816818,0.030833556784539713,9.773419469024813e-05,0.017896530044795297,0.020086278664951183,0.021523891103824768,0.9216805540525917,0.020086278664951183,0.000747480999784506,3.587295947395873e-08,0.9799137213350488,0.00021191251040641792,0.019874366154544767,0.0
UAV-NIDD,UDP Flooding,7,0.995180202410151,0.9983041044123072,0.003153951986889277,0.00010836003783827753,0.0031832206399022133,0.7657661097852029,0.39387834810772515,0.9122966097425822,0.7657661097852029,2.5700395265977126e-05,7.299922304885803e-08,0.23423389021479712,0.00015274463007159905,0.7656133651551312,0.0
UAV-NIDD,MITM,7,0.9971314000062723,0.9983424999160313,0.001690317827549585,9.537902692905944e-05,0.0018831432345143596,0.0031363041637804973,0.008077012750644045,0.9112434959656135,0.0031363041637804973,1.053618058209117e-05,2.528353268765766e-08,0.9968636958362195,0.00015392903871315323,0.002982375125067344,0.0
UAV-NIDD,Jamming,7,0.9769741011203494,0.9983445399872677,0.02861736668211519,5.168500455969762e-05,0.035504436992598046,0.47895273716422987,0.25924920880325203,0.9161868066728767,0.47895273716422987,0.002599388769076709,1.3448325620396175e-08,0.5210472628357702,0.0008160489629377763,0.47813668820129207,0.0
UAV-NIDD,BruteForce,7,0.9983244124576578,0.9983419387075283,0.0002036483674444431,7.620545112111554e-05,0.00011244348786734339,0.9846892176887694,0.5046882734490113,0.9130674219180238,0.9846892176887694,5.3790263454537475e-08,1.6507053918348476e-08,0.015310782311230675,0.00014945449110745777,0.9845397631976619,0.0
UAV-NIDD,De-authentication,7,0.9983579638752053,0.9983449447312485,0.00032623140287467824,6.451374080279485e-05,0.0003218452152712627,0.8636200071968334,0.4885463915849713,0.9104045653724651,0.8636200071968334,1.9428731538291255e-07,9.554748359950131e-09,0.1363799928031666,0.0008996041741633681,0.8627204030226701,0.0
UAV-NIDD,DDoS,8,0.9999770838425812,0.9983277573816818,4.235506325850716e-05,0.00010821339681810205,4.7269507640846416e-05,0.15150230833270265,0.08133621592754972,0.9148901634022292,0.15150230833270265,1.2372203451647174e-07,2.708389561055977e-08,0.8484976916672974,9.081964731703625e-05,0.1514114886853856,0.0
UAV-NIDD,UDP Flooding,8,0.9968222385349457,0.998316894098704,0.005580955458320155,0.00012837504844266694,0.003334728344870778,0.3677326968973747,0.1860294401730866,0.9172333887461589,0.3677326968973747,2.0033100265169336e-05,3.8713337458282725e-08,0.6322673031026252,0.0,0.3677326968973747,0.0
UAV-NIDD,MITM,8,0.9993964526994139,0.9983297366741679,0.0012494803391630322,0.00010395785891938144,0.001197969824929107,0.9489340414069114,0.48252652400009244,0.9148128597642209,0.9489340414069114,4.7873835219120435e-06,2.148705991106783e-08,0.05106595859308859,5.7723389517432465e-05,0.948876318017394,0.0
UAV-NIDD,Jamming,8,0.960910896708286,0.9983338168166406,0.07730634047680547,8.086585954017418e-05,0.07600431873286477,0.4782726963617817,0.2510390281792783,0.9207384198492675,0.4782726963617817,0.006313705587627317,3.2409995106468725e-07,0.5217273036382183,0.0001360081604896294,0.47813668820129207,0.0
UAV-NIDD,BruteForce,8,0.9999832242912263,0.9983419387075283,3.2958648562456675e-05,7.867184609366973e-05,2.3013354009699716e-05,0.9849881266709842,0.516216077740122,0.9147982062780269,0.9849881266709842,1.6546120851020183e-09,3.575592811537054e-07,0.01501187332901576,0.0003819392550523921,0.9846061874159319,0.0
UAV-NIDD,De-authentication,8,0.9991789819376027,0.9983449447312485,0.00016409176166968414,6.0203567755046095e-05,0.00014964701780953736,0.8580424613170206,0.4818145079814104,0.9137266890859065,0.8580424613170206,3.237150680688153e-08,5.694450952385622e-08,0.1419575386829795,0.0,0.8580424613170206,0.0
UAV-NIDD,DDoS,9,0.9974908250077565,0.9991501258027343,0.015087543616842822,8.646078938090507e-05,0.00453066664790027,0.17246651025505183,0.08947570390608725,0.9152148035926848,0.17246651025505183,6.6008597003771665e-06,6.587151338459299e-09,0.8275334897449481,4.5409823658518124e-05,0.17242110043139333,0.0
UAV-NIDD,UDP Flooding,9,0.9983579638752053,0.9991520522061536,0.0030121505058207506,7.922988909589017e-05,0.0005386163028899044,0.6086873508353222,0.3111695569306543,0.9130522391819051,0.6086873508353222,1.0936439299181466e-09,1.2689966482730379e-08,0.3913126491646778,7.637231503579952e-05,0.6086109785202864,0.0
UAV-NIDD,MITM,9,0.9985462307353754,0.999164868337084,0.0013221979992631635,0.00010018397808984532,0.0011064994870740794,0.9490494881859463,0.4939428998026123,0.911067541412161,0.9490494881859463,5.556558427557872e-06,2.2122218521690293e-08,0.050950511814053724,0.00032709920726545065,0.9487223889786808,0.0
UAV-NIDD,Jamming,9,0.9699101772690759,0.9991561852376931,0.04916009373923941,5.891970735001799e-05,0.040610781432925215,0.5325399523971438,0.28405821260360575,0.9096028452874926,0.5325399523971438,0.003905488455191292,7.619500318984105e-09,0.4674600476028562,0.0005440326419585176,0.5319959197551853,0.0
UAV-NIDD,BruteForce,9,0.9991454305200552,0.9991376582278481,0.000128577647918656,0.00010430990029987013,8.363131849765506e-05,0.9841578239426094,0.5141714246047585,0.9088715810452889,0.9841578239426094,5.4066414017618956e-08,1.6505971519571823e-08,0.015842176057390526,0.0003487271459174015,0.983809096796692,0.0
UAV-NIDD,De-authentication,9,0.9991789819376027,0.9991569947256547,0.00018439478252169157,6.306884056727873e-05,0.00016954478999825647,0.8726160489384671,0.4935979171456906,0.9115459084887394,0.8726160489384671,1.2952098775632053e-07,7.892899093268384e-09,0.1273839510615329,0.0008996041741633681,0.8717164447643037,0.0
