dataset,held_out,seed,shift_balacc,shift_Brier_temp,marginal_cov_shift,balanced_cov_shift,setsize_shift,marginal_cov_seen,balanced_cov_seen,shift_AURC,ECE_raw_seen,ECE_raw_shift,Brier_raw_shift,ECE_temperature_seen,ECE_temperature_shift,Brier_temperature_shift,ECE_platt_seen,ECE_platt_shift,Brier_platt_shift,ECE_isotonic_seen,ECE_isotonic_shift,Brier_isotonic_shift
UAV-NIDD,DDoS,3,0.9363986955171343,0.08166775427988547,0.11567636876522631,0.11991541798158428,0.11567636876522631,0.9181524020789602,0.5324901242165689,0.012602478433203236,3.9110570895424206e-05,0.07973879448917125,0.0764943316783738,3.6256508476187824e-05,0.09483982289420707,0.08166775427988547,3.108707228596287e-05,0.07947051898792658,0.0748543562837011,6.713793690406265e-06,0.10479732825658561,0.08351761572995241
UAV-NIDD,UDP Flooding,3,0.9997214484679666,6.969073950193852e-05,0.8555476483146794,0.465833318519187,0.8555476483146794,0.9134193592435181,0.5024796419386747,1.9827806020174096e-08,5.0104369659163204e-05,0.000534889314923413,0.00013160050901397225,2.906016914479076e-05,0.00032699364088289746,6.969073950193852e-05,9.998623188587551e-06,0.00039867186818010763,8.997751594853395e-05,1.7316007713083314e-05,4.2578754414549695e-05,1.1622350533889973e-05
UAV-NIDD,MITM,3,0.9990386677362367,0.0005818587041136792,0.005437440100142782,0.09468544051976784,0.005437440100142782,0.9105542874663578,0.5550341978942432,3.3704913992060694e-05,4.5330615931567984e-05,0.0007448721243520119,0.0005445312021245918,3.441336793155246e-05,0.0008412953474030754,0.0005818587041136792,1.5842744919509156e-05,0.0007344437072251366,0.0005336883950879833,2.8390042283055195e-05,0.0009878580445924015,0.0007505909695216915
UAV-NIDD,Jamming,3,0.981307986929505,0.04255711194414825,0.0041018550524253945,0.04958217270194986,0.0041018550524253945,0.915521953388949,0.5121174875604781,0.01759776833519911,4.712316460962837e-05,0.07626841472003229,0.04560434845291691,3.080436485895316e-05,0.062156302411365646,0.04255711194414825,1.5583586039759726e-05,0.0643622181807202,0.04345345525644346,1.3721121640279503e-05,0.08700071951598262,0.049449507372950896
UAV-NIDD,BruteForce,3,0.9993491307189257,0.0007568944335919201,0.6409576862480306,0.3849562459946094,0.6409576862480306,0.9139536536821155,0.5208350102119297,1.544642007382552e-05,5.768244212868533e-05,0.0006608579534934079,0.0007266244793643442,3.4873171479502266e-05,0.0008378317726746812,0.0007568944335919201,1.757744438748348e-05,0.000722902806673834,0.0007276726625717106,2.9731413970733273e-05,0.0009709938985825411,0.0009478178007935419
UAV-NIDD,De-authentication,3,0.9997214484679666,7.792156228135969e-05,0.85177733065057,0.4853133771483997,0.85177733065057,0.9127672504281531,0.4689882196462378,4.462582635045797e-08,5.243503157399058e-05,0.00011024346062421867,8.243235217251659e-05,1.9896550440208317e-05,0.00012475451300781774,7.792156228135969e-05,4.4797944093101485e-05,0.00011699714745511765,8.456718472208585e-05,2.5035940947478344e-05,0.00024147063691793466,0.00017657921951258284
UAV-NIDD,DDoS,4,0.9945785765350543,0.010159085532763458,0.0003436337992050263,0.018386989373860338,0.0003436337992050263,0.9222956559999267,0.4811875431302122,0.0010153344399820897,2.0323668057440112e-05,0.009965960154978002,0.010204406827451053,2.6211110078749396e-05,0.00972113151677757,0.010159085532763458,2.5688089887430468e-05,0.005397546781293424,0.010068033647621748,3.46637331401636e-05,0.02178668643180138,0.013077187564356677
UAV-NIDD,UDP Flooding,4,0.9991643454038996,3.6798271581226165e-05,0.8459985766966422,0.5512941136787445,0.8459985766966422,0.9121648147199891,0.5871244051425917,5.0463728510528867e-08,8.220150976623688e-05,0.00029665942274628856,4.205952004891113e-05,6.383122904162291e-05,0.00024145521436388993,3.6798271581226165e-05,7.15045889729471e-05,0.0002808854504054325,3.9988755755753034e-05,5.4823530636564074e-05,0.00016078426291572947,3.136572017326622e-05
UAV-NIDD,MITM,4,0.9987172362548675,0.0009270217690630755,0.007060848475365267,0.10348909562980273,0.00708040761241614,0.9107927639423569,0.5562521949873734,0.0003215651539557703,8.427710255378291e-05,0.000948789525935103,0.0008691704184750582,4.1518280583178244e-05,0.001055243255596774,0.0009270217690630755,5.2528128143436274e-05,0.0009929912748702489,0.0008817186841961154,3.963429274552956e-05,0.0011145876638005694,0.0010619733288025363
UAV-NIDD,Jamming,4,0.9813398261731305,0.03527566512757382,0.004908399585205669,0.059331476323119775,0.004908399585205669,0.9126742175899691,0.523321283426781,0.006519020952565315,6.391818960865576e-05,0.04227385115958459,0.035424553356832124,5.181965537583399e-05,0.04123746695621796,0.03527566512757382,6.058044392676077e-05,0.041819266647867566,0.03518645413500986,7.234892838217041e-05,0.0417557991173207,0.03489124251442011
